Date,Waste_Type,Temperature,Moisture_Content,pH_Level,Oxygen_Level,Carbon_Nitrogen_Ratio,Nitrogen_Content,Potassium_Content,Phosphorus_Content,Ambient_Humidity,Ambient_Temperature,Waste_Height,Particle_Size,Bulk_Density,Odor_Level,Decomposition_Rate,Time_Elapsed,Maturity_Index,Turning_Frequency
2025-01-26,BROWN,45.0,54.05,7.88,5.35,28.86,1.78,1.43,0.58,70.0,17.23,146.93,14.29,430.12,3.69,2.77,72.41,7.27,3.8
2025-01-27,MIXED,45.0,60.0,7.89,11.76,29.76,1.85,0.81,0.36,70.0,15.0,113.05,41.1,309.61,4.04,1.92,30.0,7.37,4.1
2025-01-28,BROWN,45.0,60.0,6.73,11.3,27.13,1.89,1.03,0.69,60.38,15.0,143.28,14.16,570.46,4.18,2.65,90.0,7.09,4.79
2025-01-29,MIXED,45.0,56.61,7.01,10.71,25.0,1.92,0.69,0.56,70.0,24.37,147.14,32.19,609.22,1.28,2.01,82.87,7.15,4.84
2025-01-30,BROWN,45.0,60.0,7.22,9.44,25.72,2.0,0.92,0.81,70.0,15.89,120.75,22.55,378.1,4.1,2.93,79.68,7.82,6.26
2025-01-31,BROWN,45.0,59.33,7.09,8.89,25.25,1.7,1.14,0.51,66.13,20.99,137.34,10.11,540.32,3.31,2.21,35.21,7.87,5.66
2025-02-01,MIXED,45.0,60.0,7.65,13.42,25.48,1.84,0.92,0.37,61.42,18.14,127.45,38.72,424.87,4.05,1.5,35.61,7.26,4.89
2025-02-02,BROWN,45.0,60.0,6.54,15.0,26.21,1.79,0.71,0.91,70.0,22.45,123.61,36.28,387.76,4.99,2.73,46.29,7.31,3.61
2025-02-03,MIXED,45.0,60.0,7.6,8.81,27.87,1.8,0.91,0.31,54.79,17.53,122.12,24.22,341.65,4.02,1.51,33.95,7.61,5.9
2025-02-04,BROWN,45.0,60.0,6.59,13.65,29.72,1.72,0.67,0.81,65.5,19.48,130.7,28.3,342.46,3.79,1.81,80.52,7.53,3.11
2025-02-05,BROWN,45.0,60.0,6.82,5.36,25.92,1.54,0.94,0.44,70.0,15.0,106.45,28.6,424.6,2.64,1.4,69.91,7.1,3.0
2025-02-06,MIXED,45.0,56.87,7.19,11.81,29.7,1.84,1.02,1.0,56.13,24.7,91.78,38.28,337.63,2.47,2.75,76.47,7.6,5.13
2025-02-07,BROWN,45.0,56.74,7.57,7.74,25.45,1.92,0.51,0.98,70.0,21.69,135.41,16.69,557.27,2.21,2.57,84.76,7.77,3.77
2025-02-08,MIXED,45.0,52.11,7.98,11.17,28.97,1.96,0.69,0.75,70.0,20.46,113.76,27.89,393.77,3.56,2.0,71.43,7.15,3.94
2025-02-09,GREEN,45.0,55.23,7.48,7.88,29.38,1.77,0.53,0.65,54.65,15.0,90.0,8.96,502.85,4.53,1.45,75.86,7.21,3.55
2025-02-10,MIXED,45.0,60.0,7.26,11.21,26.23,1.51,0.59,0.55,70.0,25.51,127.84,7.13,650.0,2.87,2.66,62.76,7.12,5.52
2025-02-11,GREEN,45.0,60.0,6.86,7.82,26.28,1.84,1.18,0.42,52.47,19.24,99.73,26.13,343.08,4.29,2.31,36.37,7.67,4.39
2025-02-12,BROWN,45.0,60.0,7.08,8.89,26.76,1.87,1.08,0.52,61.8,21.91,90.0,35.2,570.42,3.68,1.69,31.67,7.8,5.06
2025-02-13,BROWN,45.0,60.0,6.7,10.47,26.99,1.98,0.69,0.72,70.0,15.0,91.59,30.07,419.69,2.97,2.38,32.06,7.36,6.0
2025-02-14,MIXED,45.0,53.57,7.78,5.86,27.03,1.5,0.81,0.66,70.0,15.0,125.41,22.3,610.51,1.87,1.35,83.02,7.08,3.66
2025-02-15,GREEN,45.0,60.0,7.09,9.45,26.29,1.97,0.67,0.55,70.0,22.61,144.86,18.06,645.05,5.0,1.17,49.45,7.11,5.34
2025-02-16,BROWN,45.0,60.0,6.66,9.21,27.73,1.95,0.97,0.33,53.08,15.0,96.53,8.42,363.02,1.82,1.64,30.0,7.47,6.33
2025-02-17,BROWN,45.0,60.0,7.65,5.69,30.0,1.84,0.9,0.59,70.0,15.0,114.66,22.58,439.86,2.65,1.6,37.34,7.41,6.11
2025-02-18,MIXED,45.0,60.0,7.81,8.22,27.34,1.97,1.17,0.49,70.0,17.68,100.34,49.83,425.21,4.56,2.01,79.27,7.87,6.48
2025-02-19,GREEN,45.0,60.0,6.64,12.7,26.16,1.58,0.65,0.51,70.0,15.0,117.2,20.02,647.41,4.36,2.44,62.01,7.73,4.43
2025-02-20,BROWN,45.0,60.0,6.67,7.7,26.05,1.8,0.5,0.42,58.54,15.55,99.06,49.7,612.8,1.91,1.86,34.64,7.82,5.5
2025-02-21,GREEN,47.33,60.0,7.27,10.33,29.16,1.74,0.67,0.34,57.2,18.48,150.0,33.97,576.59,4.18,2.71,39.18,7.22,6.52
2025-02-22,MIXED,45.0,60.0,7.16,12.04,27.18,1.96,0.9,0.45,58.39,23.99,90.39,41.4,564.96,1.9,2.39,86.88,7.92,5.45
2025-02-23,MIXED,45.0,60.0,7.23,10.32,25.17,1.86,0.9,0.41,54.56,15.0,110.07,18.95,546.48,4.06,1.15,33.38,8.0,6.31
2025-02-24,BROWN,45.0,60.0,7.38,12.35,26.7,1.72,0.81,0.62,64.02,22.05,139.34,38.19,434.58,3.98,1.7,31.68,7.73,3.16
2025-02-25,MIXED,45.0,59.03,6.68,7.64,27.98,1.78,0.83,0.51,70.0,15.0,138.46,21.06,300.86,4.07,1.0,86.8,7.64,4.96
2025-02-26,MIXED,45.0,54.03,7.37,12.85,29.27,1.69,0.72,0.85,70.0,15.19,136.38,14.53,335.9,3.99,2.4,87.26,7.68,3.33
2025-02-27,GREEN,45.0,57.53,7.69,11.75,25.57,1.99,1.21,0.86,70.0,15.0,104.12,28.24,553.05,1.54,1.05,73.56,7.45,6.6
2025-02-28,GREEN,45.0,54.35,7.3,8.68,25.91,1.61,1.09,0.48,64.95,15.0,141.93,47.51,365.54,3.94,1.16,38.84,7.7,6.34
2025-03-01,GREEN,62.03,60.0,7.15,7.67,27.2,1.87,1.14,0.54,50.61,31.01,110.1,31.42,439.97,4.39,1.29,80.83,7.41,4.36
2025-03-02,BROWN,62.96,49.18,7.17,14.0,28.63,1.57,0.9,0.3,70.0,29.35,90.16,9.39,300.0,4.36,1.86,68.21,7.09,6.27
2025-03-03,MIXED,65.0,45.36,7.06,13.4,29.48,1.85,0.91,0.73,47.75,18.44,125.31,41.77,629.98,2.61,1.99,71.53,7.31,4.25
2025-03-04,GREEN,61.55,57.58,6.93,5.41,26.53,1.9,0.75,0.93,70.0,23.98,150.0,23.46,454.24,1.0,2.02,70.64,7.31,4.33
2025-03-05,BROWN,64.03,58.21,7.61,6.91,26.94,1.87,0.81,0.39,54.49,21.34,140.28,15.01,537.33,4.72,2.03,43.63,7.58,6.71
